"Query","Titulo","DOI","Revista","Abstract"
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Three-Dimensional Binary-Conductive-Network Silver Nanowires@Thiolated Graphene Foam-Based Room-Temperature Self-Healable Strain Sensor for Human Motion Detection","10.1021/acsami.0c13442.s001","CrossRef","  Flexible strain sensors are critical to several potential intelligent applications, such as human-machine interfaces, soft robotics, human motion detection, and safety monitoring of components. Stretchable functional materials are important components of strain sensors, and they are still major challenges for high performance strain sensors. Herein, we demonstrate a novel strategy of designing and optimizing flexible strain sensor by developing topological structure modulated high permittivity elastic nanocomposite. The topological structure with three-phase percolative nano-nanonetworks produces synergistic effects of space charge enhancement and local electric field modulation, and it gives rise to an ultrahigh dielectric permittivity (113.4, at 1 kHz, over 1500% enhancement than that of commercial elastic polyurethane matrix) and excellent comprehensive electromechanical performance, and the optimal comprehensive electromechanical performance reaches to 542.91 MPa-1, which is over 9-fold than that of commercial polyurethane elastic film. An interdigital capacitive strain sensor is designed using the topological structured elastic dielectric nanocomposite. It possesses high initial capacitance density and positive capacitance response with stain, achieving high signal-to-noise ratio, high capacitance response sensitivity, and wide linear range, and it breaks through disadvantages of negative sensitivity and narrow linear range for conventional interdigital strain sensors. The prepared integrated strain sensor arrays are able to measure local strain of convoluted surfaces and monitor the motion of soft actuators in real time, and they would make conditions for intelligent control systems and the study of morphological intelligence. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Bubble and foam chemistry - new areas of foam research","10.1017/cbo9781316106938.013","CrossRef","  The physics of foams and emulsions has traditionally been studied using bulk foam/emulsion tests and single film platforms such as the Scheludko cell. Recently there has been a renewed interest in a third class of techniques that we term as single bubble/drop tests, which employ isolated whole bubbles and drops to probe the characteristics of foams and emulsions. Single bubble and drop techniques provide a convenient framework for investigating a number of important characteristics of foams and emulsions, including the rheology, stabilization mechanisms, and rupture dynamics. In this review we provide a comprehensive discussion of the various single bubble/drop platforms and the associated experimental measurement protocols including the construction of coalescence time distributions, visualization of the thin film profiles and characterization of the interfacial rheological properties. Subsequently, we summarize the recent developments in foam and emulsion science with a focus on the results obtained through single bubble/drop techniques. We conclude the review by presenting important venues for future research. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Research on imaging method of gas-liquid interface in aerospace propellant tanks based on ultrasonic tomography","10.1088/1361-6501/adcce5","Scopus","  The world has seen in 2020 an unprecedented global outbreak of SARS-CoV-2, a new strain of coronavirus, causing the COVID-19 pandemic, and radically changing our lives and work conditions. Many scientists are working tirelessly to find a treatment and a possible vaccine. Furthermore, governments, scientific institutions and companies are acting quickly to make resources available, including funds and the opening of large-volume data repositories, to accelerate innovation and discovery aimed at solving this pandemic. In this paper, we develop a novel automated theme-based visualisation method, combining advanced data modelling of large corpora, information mapping and trend analysis, to provide a top-down and bottom-up browsing and search interface for quick discovery of topics and research resources. We apply this method on two recently released publications datasets (Dimensions' COVID-19 dataset and the Allen Institute for AI's CORD-19). The results reveal intriguing information including increased efforts in topics such as social distancing; cross-domain initiatives (e.g. mental health and education); evolving research in medical topics; and the unfolding trajectory of the virus in different territories through publications. The results also demonstrate the need to quickly and automatically enable search and browsing of large corpora. We believe our methodology will improve future large volume visualisation and discovery systems but also hope our visualisation interfaces will currently aid scientists, researchers, and the general public to tackle the numerous issues in the fight against the COVID-19 pandemic. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Capacitive and Non-Contact Liquid Level Detection Sensor Based on Interdigitated Electrodes with Flexible Substrate","10.3390/electronics13112228","Scopus","  In this paper, a capacitive flexible tactile sensor was designed to measure the pressure of objects based on MEMS technology. This sensor is a structure of a 4x4 array, with metal Ag as the capacitive electrode, which forms the tactile sensing unit of the sensor. The structure of capacitive flexible tactile sensor was designed and an experimental platform was established to test the performance. The tests show that when the thickness of the intermediate layer is 2 mm and the density is medium, the sensor's sensitivity is the best while the time of both the response and the rebound is fast. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Noninvasive Flow Bubble Detection for Small Pipes Based on Piezoelectric Micromachined Ultrasonic Transducers","10.1109/NEMS60219.2024.10639848","Scopus","  Ultrasonic transducer is a sensor that realizes the mutual conversion of ultrasonic and electrical signals, and it is widely used in quality inspection, biomedical imaging and other fields. Commonly used ultrasonic transducers have a small detection range and low sensitivity due to the diffraction of sound waves. Focused transducers are used to improve detection sensitivity. Unfortunately, focused transducers have narrow depth of field. Here, we developed a Bessel ultrasonic transducer for large depth of field by using conical acoustic lens. An acoustic lens is attached to a unfocused ultrasonic. And the acoustic lens is a cuboid prism with a concave cone on the bottom, made of fused silica. Similar to an axicon that can generate a Bessel beam, the Bessel ultrasonic transducer can produce nondiffracting Bessel ultrasonic beams. Therefore, extended depth of field with uniformly high resolution and high detection sensitivity can be obtained. We used COMSOL to simulate the transmission of ultrasonic field of the designed conical acoustic lens, and compare it with the spherical focused ultrasonic transducer. The results show that the depth of field of the Bessel ultrasonic transducer is about 8 times that of the conventional spherical focused ultrasonic transducer. And the depth of field of the Bessel ultrasonic transducer can be further adjusted by adjusting the cone angle of the conical acoustic lens. The Bessel ultrasonic transducer will help improve the capabilities of the ultrasound probe and expand its application range. For example, an ultrasonic probe with a large depth of field will expand the imaging depth of photoacoustic microscopy and enhance its ability in non-destructive testing. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Research on imaging method of gas-liquid interface in aerospace propellant tanks based on ultrasonic tomography","10.1088/1361-6501/adcce5","Scopus","  The world has seen in 2020 an unprecedented global outbreak of SARS-CoV-2, a new strain of coronavirus, causing the COVID-19 pandemic, and radically changing our lives and work conditions. Many scientists are working tirelessly to find a treatment and a possible vaccine. Furthermore, governments, scientific institutions and companies are acting quickly to make resources available, including funds and the opening of large-volume data repositories, to accelerate innovation and discovery aimed at solving this pandemic. In this paper, we develop a novel automated theme-based visualisation method, combining advanced data modelling of large corpora, information mapping and trend analysis, to provide a top-down and bottom-up browsing and search interface for quick discovery of topics and research resources. We apply this method on two recently released publications datasets (Dimensions' COVID-19 dataset and the Allen Institute for AI's CORD-19). The results reveal intriguing information including increased efforts in topics such as social distancing; cross-domain initiatives (e.g. mental health and education); evolving research in medical topics; and the unfolding trajectory of the virus in different territories through publications. The results also demonstrate the need to quickly and automatically enable search and browsing of large corpora. We believe our methodology will improve future large volume visualisation and discovery systems but also hope our visualisation interfaces will currently aid scientists, researchers, and the general public to tackle the numerous issues in the fight against the COVID-19 pandemic. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Capacitive and Non-Contact Liquid Level Detection Sensor Based on Interdigitated Electrodes with Flexible Substrate","10.3390/electronics13112228","Scopus","  In this paper, a capacitive flexible tactile sensor was designed to measure the pressure of objects based on MEMS technology. This sensor is a structure of a 4x4 array, with metal Ag as the capacitive electrode, which forms the tactile sensing unit of the sensor. The structure of capacitive flexible tactile sensor was designed and an experimental platform was established to test the performance. The tests show that when the thickness of the intermediate layer is 2 mm and the density is medium, the sensor's sensitivity is the best while the time of both the response and the rebound is fast. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Noninvasive Flow Bubble Detection for Small Pipes Based on Piezoelectric Micromachined Ultrasonic Transducers","10.1109/NEMS60219.2024.10639848","Scopus","  Ultrasonic transducer is a sensor that realizes the mutual conversion of ultrasonic and electrical signals, and it is widely used in quality inspection, biomedical imaging and other fields. Commonly used ultrasonic transducers have a small detection range and low sensitivity due to the diffraction of sound waves. Focused transducers are used to improve detection sensitivity. Unfortunately, focused transducers have narrow depth of field. Here, we developed a Bessel ultrasonic transducer for large depth of field by using conical acoustic lens. An acoustic lens is attached to a unfocused ultrasonic. And the acoustic lens is a cuboid prism with a concave cone on the bottom, made of fused silica. Similar to an axicon that can generate a Bessel beam, the Bessel ultrasonic transducer can produce nondiffracting Bessel ultrasonic beams. Therefore, extended depth of field with uniformly high resolution and high detection sensitivity can be obtained. We used COMSOL to simulate the transmission of ultrasonic field of the designed conical acoustic lens, and compare it with the spherical focused ultrasonic transducer. The results show that the depth of field of the Bessel ultrasonic transducer is about 8 times that of the conventional spherical focused ultrasonic transducer. And the depth of field of the Bessel ultrasonic transducer can be further adjusted by adjusting the cone angle of the conical acoustic lens. The Bessel ultrasonic transducer will help improve the capabilities of the ultrasound probe and expand its application range. For example, an ultrasonic probe with a large depth of field will expand the imaging depth of photoacoustic microscopy and enhance its ability in non-destructive testing. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Noninvasive fluid bubble detection based on capacitive micromachined ultrasonic transducers","10.1038/s41378-023-00491-6","Scopus","  Capacitive Micromachined Ultrasonic Transducer (CMUT) has a wild range of applications in medical detecting and imaging fields. However, operating under self-generating-self-receiving (SGSR) method usually results in poor sensitivity. But the sensitivity cannot be improved simply by increasing the resonant frequency since the frequency of a specific kind of CMUT is designed for specific usage. In this paper, based on one specific type of CMUT, mechanical model is built and simulation analysis is demonstrated. A brand-new method one-generating-multiple-receiving (OGMR) is introduced and a special circuit model has been designed to improve the signal to thermal noise ratio. By increasing the number of receiving capacitors from 1 to 8, we increased the signal-noise ratio to 2.83 times. "
"(""foam detection"" OR ""bubble detection"" OR ""foam sensing"") AND (""ultrasonic sensor"" OR ""ultrasound sensor"")","Improved phase fraction measurement via non-intrusive optical sensing for vertical upward gas -liquid flow","10.1016/j.jgsce.2023.204948","Scopus","  In a previous work we have demonstrated the feasibility of high-frame-rate, fast-neutron radiography of generic air-water two-phase flows in a 1.5 cm thick, rectangular flow channel. The experiments have been carried out at the high-intensity, white-beam facility of the Physikalisch-Technische Bundesanstalt, Germany, using an multi-frame, time-resolved detector developed for fast neutron resonance radiography. The results were however not fully optimal and therefore we have decided to modify the detector and optimize it for the given application, which is described in the present work. Furthermore, we managed to improve the image post-processing methodology and the noise suppression. Using the tailored detector and the improved post-processing significant increase in the image quality and an order of magnitude lower exposure times, down to 3.33 ms, have been achieved with minimized motion artifacts. Similar to the previous study, different two-phase flow regimes such as bubbly slug and churn flows have been examined. The enhanced imaging quality enables an improved prediction of two-phase flow parameters like the instantaneous volumetric gas fraction, bubble size and bubble velocities. Instantaneous velocity fields around the gas enclosures can also be more robustly predicted using optical flow methods as previously. "
